Name,Count
shot,108
wait,106
away,65
time,63
throwing,60
rise,56
new,49
like,49
gonna,49
hamilton,49
get,46
whoa,45
know,44
man,41
take,40
every,39
see,32
never,31
takes,27
alexander,27
got,25
