U.S.A., 14
Youngstown, 12
Atlantic City, 10
Jersey, 8
Memphis, 8
Beale, 4
Ohio, 2
Philadelphia, 2
lover, 1
Zanzibar, 1
Philly, 1
D.A., 1
Coast City, 1
V.A., 1
Saigon, 1
Baltimore, 1
Kingstown, 1
Perrineville, 1
Michigan, 1
Michigan County, 1
Utah, 1
Waynesboro county, 1
california, 1
Hollywood, 1
Bloomindales, 1
Albany, 1
Rome, 1
Korea, 1
Vietnam, 1
Mesabi, 1
Flamingo, 1
Cherry-Tops, 1
San Diego, 1
Maryland, 1
Meadowlands, 1
